id	Sentences	category
669	"미역국 맛있게 먹고, 오늘은 너에게 특별한 날이야."	0
229	새해에는 지식과 경험을 쌓으며 더욱 성장하는 모습을 보여주길 바랍니다.	0
801	생일 축하해! 오늘은 너의 미소가 빛날 특별한 시간 되길 바라. 많은 사랑과 축복이 가득하길	0
620	"올 한 해도 수고 많으셨습니다. 남은 2023년을 잘 마무리하시고, 더 큰 열정으로 새해를 맞이해보세요."	0
333	행복한 2024년 되세요!	0
425	2023년에도 보살펴 주신 은혜 감사드립니다. 2024년에도 변함없는 마음으로 지켜봐주세요.	0
86	새롭게 시작하는 2024년에는 모든 것이 순조롭게 풀리고 행복만 가득하기를 소망합니다.	0
925	"특별한 날이니까, 하고 싶은거 다해! 오늘은 너의 날"	0
921	"특별한 날이니까, 하고 싶은 거 다해!"	0
214	새해에는 원하는 모든 것을 이룰 수 있기를 기대해요.	0
157	새해에는 모든 것이 훌륭하게 이루어지는 행복한 해가 되길 기원합니다.	0
912	케이크 맛있게 먹구 행복한 하루 보내~	0
300	지난해보다 더 멋진 일들이 가득한 해가 되길.	0
535	지난 한 해 동안 함께여서 행복했어. 새해에도 변함없이 좋은 친구로 지내자.	0
922	"특별한 날이니까, 하고 싶은거 다해! 생일 축하해!"	0
100	새해가 복 많이 받으세요!	0
250	"새해에는 행운과 풍요가 함께하며, 모든 일이 원활하게 이루어지기를 바랍니다."	0
75	"새로운 시작과 기회가 찾아오는 새해에, 끊임없는 성장과 발전을 이루어내길 바랍니다."	0
98	"새해, 행복과 풍요로운 순간들이 가득한 해가 되길 바라요."	0
396	행운과 행복이 가득한 해가 되길 바라요.	0
598	사랑하는 가족분들과 함께 따뜻하고 행복한 즐거운 연말 보내시길 바래요~	0
493	"새해에는 소망하시는 일 모두 이루시고, 건강과 행복이 가득하시길 기원합니다."	0
79	새로운 시작과 함께 풍요롭고 행복한 한 해가 되시길 진심으로 기원합니다.	0
990	"오랜 시간동안 친구로 지내며 좋은 추억도 많고, 때로는 슬프고 힘든일도 있었지만 서로 의지하며 지내온 우리. 언제나 너에게 고마워. 너의 생일을 진심으로 축하해!"	0
279	좋은 일만 가득한 한 해 되새기는 시작되길 기대합니다.	0
992	이 세상에서 가장 소중한 사람은 바로 너야. 항상 내 곁에 있어주는 너에게 감사해. 오늘 행복한 생일에 사랑이 가득했으면 좋겠어. 넌 나에게 매우 특별한 존재야. 진심으로 생일 축하하고 앞으로 오래오래 행복하자.	0
461	"말도 많고 탈도 많았던 2023년이 저물고, 새해가 밝았습니다! 우리 가족들 지난 1년 동안 너무너무 고생했습니다! 항상 든든한 버팀목으로 지지해 주시는 부모님, 나에게 친구이자 가족인 우리 형제. 덕분에 1년을 잘 보낸 것 같습니다. 올해는 제가 성장하여 은혜를 보답하겠습니다. 새해 복 많이 받으세요."	0
630	올해 동안 여러분과 함께한 모든 순간이 소중했습니다.	0
629	올 해 밥도 몇번 못 먹었네 내년에는 꼭 밥 먹자! 수고 많았고 연말 마무리 잘해라!	0
672	미역국 잘 챙겨먹고 맛있게 먹어~	0
480	새해가 밝았어. 올 한해도 건강하고 하는 일마다 좋은 결과 있길 바래!	0
434	"2024년 청룡의 해, 갑진년입니다! 우리 가족들 모두 새해 복 많이 받으시고 올해는 작년보다 건강하고 행복한 일들이 가득하길 바랍니다~! "	0
147	새해에는 더 많은 좋은 일들이 여러분을 기다리고 있을 거에요.	0
839	"생일 축하해~ 맛있는 거 많이 먹고, 좋은 일만 가득하길 바라."	0
897	이렇게 좋은 날에 눈 오니까 밖에 나가서 즐기고 행복한 하루 보내~	0
569	올해의 마무리를 여러분과 함께 할 수 있어 기쁩니다.	0
647	"한 해의 마무리가 따뜻한 추억으로 가득 차길 바라며, 올 한 해 수고 많으셨습니다."	0
257	올 한 해 동안 모든 것이 원할하게 진행되길 기원합니다.	0
770	생일 축하해! 선물 뭐 받고 싶어?	0
222	새해에는 자신의 잠재력을 최대한 발휘하여 성공과 성취를 이루어내는 해가 되길 기원합니다.	0
387	행운과 기쁨이 가득한 새해를 맞이하세요.	0
917	"특별한 날이네. 오늘은 너의 날, 행복한 시간보내~ 맛있는 음식 많이 먹고"	0
866	오늘 날씨 좋다? 너에게 특별한 일들만 가득하길 바라.	0
460	많이 웃고 행복 가득한 한해 보냉ㅎㅎ	0
8	"2024년, 모든 소망이 이루어지는 해가 되길 바랍니다."	0
864	오늘 날씨 너무 좋아! 생일 축하해~  즐거운 순간들이 가득하길 바라.	0
763	생일 축하해! 새로운 나이에 더 멋진 모습으로 성장하길 기대할 수 있으니까.	0
485	"새해에는 계획하는 일 모두 이루고, 늘 행복하고 건강하길 기원한다."	0
94	"새해, 웃음과 사랑이 가득한 해가 되길 기원합니다."	0
83	"새로움과 도전의 한 해, 2024년에는 모든 꿈과 목표를 이루실 수 있기를 바랍니다."	0
179	"새해에는 모든 어려움을 극복하고, 새로운 도전에 임하는 모습을 보여주길 기원합니다."	0
804	생일 축하해! 오늘은 많은 사랑과 축복이 가득하길 바라.	0
606	"언제 이렇게 시간이 흐른 건지, 어느새 거리에 크리스마스 장식들이 보이더라고요! 일 때문에 많이 바쁘시겠지만, 마음만큼은 크리스마스처럼 따뜻하고 풍요롭게 보내시길 바라요. "	0
616	올 한 해 정말 수고 많으셨습니다! 벌써 이번 연도를 마무리하는 12월이라니 시간이 너무 빠르네요 남은 시간동안 소중한 사람들과 행복한 시간 보내셨으면 좋겠습니다!	0
177	새해에는 모든 어려움을 극복하고 희망찬 미래를 위해 노력하시길 바랍니다.	0
994	"일년 중 가장 특별한 오늘, 생일 진심으로 축하해"	0
190	새해에는 모든 일이 순조롭게 이루어지고 행복이 가득하시기를 바랍니다.	0
173	새해에는 모든 소망이 이루어지는 즐거운 해가 되길 바랍니다.	0
941	"행복한 생일 되길 바라! 맛있는 음식 많이 먹고, 좋은 일 많이 있길!"	0
711	"생일 축하해 ㅋㅋ 눈 오는 날은 특별하니까, 더 많은 사랑과 기쁨 가득하길!"	0
104	새해가 여러분에게 행복과 성공으로 가득찬 시간이 되기를 기원합니다.	0
16	2024년에는 올해보다 더 많은 행복과 기쁨이 찾아오기를 기원합니다.	0
33	건강하고 행복한 한 해 되세요.	0
296	좋은 일이 가득한 한 해 보내세요!	0
701	생일 너무 너무 축하행	0
660	"다시 한 번 저런 말을 한다면, 이제 날 사랑하고 따뜻하게, 즐거운 하루하루가 되길 바라."	0
126	새해에는 가족과 사랑하는 사람들과 함께 보내는 소중한 시간들이 가득하길 바랍니다.	0
39	"기운 넘치는 새해가 되시길 바라며, 새해 복 많이 받으세요!"	0
102	새해가 시작되었습니다. 모든 것이 원할하게 펼쳐지길 기원합니다.	0
277	올해는 더 많은 웃음과 기쁨이 함께하는 해가 되길 기대합니다.	0
846	생일을 축하하며 행복한 시간 보내~	0
1006	항상 아낌없는 조언과 따뜻한 가르침을 주셔서 감사합니다. 생신 진심으로 축하드리고 건강하고 따뜻한 하루 되시길 바랍니다.	0
785	"생일 축하해! 오늘은 너의 날, 마음 맞는 사람들과 더 좋은 시간보내길 바라."	0
97	"새해, 행복과 건강이 넘치는 한 해 되길 기원합니다."	0
581	2023년의 마지막인 12월이 다가왔습니다. 이루지 못한 아쉬움은 뒤로 한채 다가오는 2024년을 준비하는 소중한 시간 되세요.	0
904	즐거운 생일을 보내길 바라! 선물도 많은 시간보내~	0
762	생일 축하해! 새로운 나이에 더 건강하길 바라.	0
856	앞으로도 행복하자. 생축생축	0
112	새해는 더 많은 성취와 기쁨으로 가득찬 시간이 되기를 기대합니다.	0
831	생일 축하해~ 건강해라!	0
633	"올해는 정말 많은 일이 있었지만, 다행히 네가 있어서 든든했어. 연말 잘 보내고 새해에는 더 많은 추억을 만들자. 항상 고마워!"	0
731	생일 축하해! 너에게 특별한 일들만 가득하길 바라.	0
983	생일을 축하드리며 건강과 행복이 함께하길 기원합니다.	0
693	생일 날에 눈도 많이 옵니다. 많은 사랑을 받길 바라!	0
534	지난 한 해 동안 함께 해줘서 고마워. 새해에도 잘 부탁해.	0
517	올해도 행복하자.	0
985	세상에서 제일 예쁜 우리 엄마. 진심으로 생신 축하해요. 하늘만큼 땅만큼 우주만큼 사랑해요.	0
353	행복한 새해를 맞이하여 당신의 모든 소망이 이루어지길 바랍니다.	0
306	지난해의 아픈 여정을 올해는 더 많은 웃음과 기쁨으로 가득찬 시간이 되길 기대합니다.	0
878	"오늘은 너의 날, 많은 사랑 받길 바라! 생일 축하해! 생일 축하해! 새로운 해가 더 멋진 일로 가득차길 기원해."	0
597	벌써 한 해가 끝나가네! 올해도 너와 함께해서 행복했어. 내년에는 함께 더 행복하자!	0
526	작년 한해 많이 고마웠어. 올해는 내가 곁에서 힘이 되줄께! 고마워!	0
270	올해는 더 나은 내일을 향한 출발이 되기를 기대하며 행복과 건강이 가득한 해가 되길 바랍니다.	0
311	"피어나는 봄처럼 새롭고 활력 있는 한 해, 2024년이 되시길 기대합니다."	0
65	모든 이의 행복과 성공이 가득한 순간들이 가득하길 기원합니다.	0
596	"벌써 1년이라는 시간이 흘러 한해 마무리하는 지금, 많은 일들이 있었지만 다 이겨내고 2024년을 맞이하네요. 앞으로도 같이 행복한 시간을 보냈으면 해요."	0
850	앞으로도 영원하자. 생일 축하해 생축생축~	0
15	2024년에는 더 많은 사랑과 기쁨이 함께하길.	0
386	행운 가득한 한해 보내세요.	0
463	사랑과 은혜로 키워주신 부모님의 은혜에 감사드립니다. 항상 건강하시고 뜻하시는 모든 일들 이루시길 바랍니다.	0
880	"오늘은 너의 날, 많은 사랑과 축복이 가득하길 바라!"	0
271	올해는 더 많은 성공과 즐거운 해가 되길 기대합니다.	0
21	"가족과 친구, 모든 이들과 함께하는 즐거운 한 해가 되길 바랍니다."	0
909	즐거운 생일을 보내라! 생일 축하한다!	0
18	"2024년에는 풍요롭고 행복한 일들이 가득하며, 모든 소망이 이뤄지는 한 해가 되시길 바랍니다."	0
827	생일 축하해! 행복한 하루 보내고 조만간 보자!	0
85	"새롭게 시작하는 2024년, 건강과 행운이 가득한 해가 되시길 소망합니다."	0
833	생일 축하해~ 많은 사랑 받거라!	0
639	"이제 정말 따뜻한 아메리카노와 핫초코가 생각나는 계절이 온 것 같아요. 오늘 하루도 고생 많으셨고, 편안한 저녁 보내시길 바라요!"	0
343	행복한 모든 순간들이 여러분의 새해를 빛내길 바랍니다.	0
975	생일 축하드려요. 맛있는 거 많이 만들어 드시고 항상 행복하세요.	0
562	올 한 해 동안 정말 수고하셨습니다. 수고하셨습니다!	0
61	모든 이의 기쁨이 가득한 해가 되길 바랍니다.	0
115	새해는 모든 것이 뜻대로 이루어지기를 바라요.	0
156	새해에는 모든 것이 원하는 대로 펼쳐지길 기원합니다.	0
567	올해 동안 여러분의 열정과 사랑에 감사드립니다.	0
1005	"항상 따뜻하게 저를 보살펴 주셔서 감사합니다. 앞으로 더욱 노력해서 자랑스러운 자식이 될 수 있도록 노력하겠습니다. 진심으로 생신 축하드리며, 항상 감사합니다."	0
720	"생일 축하해, 친구야! 오늘은 너에게 특별한 날이니까 즐겨봐."	0
412	희망의 기운으로 가득찬 2024년이 되시길 바랍니다.	0
232	새해에는 항상 긍정적이고 밝은 마음으로 모든 일을 진행하는 모습을 보여주길 바랍니다.	0
294	좋은 일만 가득한 한 해가 되길 바래~	0
285	좋은 일만 가득한 한 해가 되길 기대해보세요.	0
138	새해에는 더 나은 세상을 위해 희망과 사랑을 실천하는 시간이 되길 바랍니다.	0
812	"생일 축하해! 오늘은 특별한 너의 날, 웃음 가득한 하루가 되길 바라."	0
1000	평생 사랑받는 사람으로 살게 해 줄게. 생일 축하해!	0
416	"힘찬 새해, 화이팅!"	0
938	한 살 더 먹은거 축하행	0
728	생일 축하해! 날씨가 좋은 날은 더 특별한 너에게 행복한 시간이 되길 바라.	0
966	생신 축하드립니다. 꽃길만 걸으세요^^	0
472	"새해 복 많이 받고, 항상 행복한 일만 가득하길 바랄게."	0
22	갑진년에는 건강과 행운으로 가득한 날들이 함께하길 바랍니다.	0
969	생신을 진심으로 축하드립니다. 앞으로도 건강하시고 행복하세요.	0
830	생일 축하해~ 건강하길 바라 앞으로도 행복하자. 생일 축하해!	0
771	생일 축하해! 선물 뭐 받고 싶어? 생일 축하해! 많은 사랑과 축복이 가득하길.	0
967	생신 축하드립니다. 늘 건강하시고 오늘 하루 행복한 일이 가득하시길 바랍니다.	0
348	행복한 모든 순간들이 한순간에 펼쳐지길 기원합니다.	0
555	연말이지만 여러분과 함께하는 것이 가장 소중합니다.	0
759	생일 축하해! 맛있는거 많이 먹어~	0
499	"새해에도 건강하시고, 행복한 일만 가득하시길 바랍니다."	0
665	많은 사랑 받고 생일 축하해! 응원한다	0
571	"올해의 마지막 날, 여러분에게 행운이 가득하기를 바랍니다."	0
12	2024년에는 더 많은 사랑과 기쁨이 함께하기를 기대합니다.	0
862	"언제나 고마워, 생일 축하해!"	0
71	"새로운 시작, 새해 복 많이 받으세요."	0
939	"항상 고마워, 내 친구야! 더 멋진 일로 가득차길."	0
663	"또 한 살 더 먹었네, 축하해! 생일 축하해, 내 친구! 함께 많은 추억 만들자."	0
525	작년 한 해 고생 많으셨습니다. 항상 부족한 저를 잘 이끌어주시고 도움 주셔서 감사합니다. 늘 곁에서 많은 것을 배우며 저도 성장해 나가는 것을 느끼고 있습니다. 앞으로도 잘 부탁드리겠습니다. 새해 복 많이 받으시고 2024년 새해에는 항상 건강하세요.	0
385	행복한 한 해 보내!	0
955	기쁜 일에는 항상 저도 함께 할게요. 가족들과 즐거운 시간 보내세요.	0
760	생일 축하해! 미역국 맛있게 먹어라	0
651	힘들고 다사다난했던 2023년 어느덧 마무리되어 갑니다. 한해 동안 나쁜 일 안 좋았던 기억 모두 싹 잊어버리고 다가오는 2024 갑진년 힘차게 맞이하셨으면 좋겠습니다.	0
176	새해에는 모든 어려움을 극복하고 행복하고 풍요로운 일상을 만들어가시길 바랍니다.	0
547	해피 뉴이어! 올해도 변함없이 너만을 바라볼게.	0
558	올 한 해 동안 정말 수고 많으셨습니다.	0
360	행복한 새해에는 당신의 소망이 빛나는 새로운 시작들로 가득 차게 될 것입니다.	0
847	생일ㅊㅋㅊㅋ 생일ㅊㅊ 생일 축하해~ 생일 선물 뭐 줄까?	0
162	새해에는 모든 꿈과 목표를 이루어내는 멋진 해가 되길 기원합니다.	0
4	2024년 새해인 갑진년 청룡의 해에는 행복한 순간들이 가득하길 기원합니다.	0
682	"사랑하자! 맛있는 거 많이 받고, 좋은 일들만 가득하길 바라."	0
890	오늘은 네 생일이라니! 재미있는 일들만 가득하길 바랄게. 생일 축하해! 좋은 사람들과 함께 특별한 순간 만끽하길.	0
625	올 한해 수고 많으셨습니다. 여러분의 노력에 항상 감사드립니다.	0
1001	함께 기쁨을 나눌 수 있어서 행복해요. 모두 같이 즐겁게 보내자구요^^	0
729	생일 축하해! 너에게 특별한 날이 되길 기대. 오늘 날씨 좋다? 맛있는 음식 많이 먹고 즐거운 하루 보내~	0
235	새해에는 행복을 나눌 수 있는 기회와 즐거움이 더욱 늘어날 것입니다.	0
931	한 살 더 먹은거 축하	0
80	새로운 시작과 함께 행복한 해가 되길 기대해요.	0
734	생일 축하해! 너에게 특별한 일들만 가득한 날이 되길 기대돼. 오늘은 많은 사랑과 기쁨에 가득차기를 바라.	0
723	"생일 축하해, 친구야! 좋은 사람들과 좋은 시간보내~"	0
442	"갑진년 새해가 밝았어. 새해에는 너에게 좋은 일만 가득하길 바라며, 언제든지 도움이 필요하면 말해줘."	0
409	"희망과 사랑으로 빛나는 새해, 2024년에는 모든 꿈이 이뤄지길 기원합니다."	0
312	행복과 건강이 가득한 한해 되기를 기대합니다.	0
674	미역국 잘 챙겨먹고 생일 축하해~	0
926	"특별한 날이니까, 하고 싶은거 다해! 좋은 일들만 가득하길 바라."	0
280	좋은 일만 가득한 한 해 보내세요.	0
373	행복한 순간들이 매일매일 가득하길 바랍니다.	0
894	"오늘은 특별한 날, 즐거운 하루 보내~ 한 살 더 먹었네, 생일 축하해!"	0
546	항상 건강하고 좋은 일만 가득한 한 해 되길 바래	0
988	오늘 같이 축복된 생일만 행복한 것이 아닌 매일 매일이 행복하길 바래! 태어나줘서 고맙고 사랑해.	0
886	"오늘은 네 생일을 축하하는 날인거, 하고 있으니까. 선물 뭐 받고 싶어?"	0
573	올해의 마지막을 여러분과 함께할 수 있어 기쁘습니다.	0
936	한 살 더 먹은거 축하 행복한 하루 보내~ 오늘의 날씨 좋은데 너무도 즐거운 시간보내!	0
452	다가오는 새해에는 날아오는 청룡과 같이 계획한 모든 일이 다 잘될거야! 늘 화이팅하고 힘내자! 고맙다!!	0
700	"생일 날이 어제오늘날은 아니지만 많은 사랑 받길 바라! 선물도 많이 받고, 좋은 일만 가득하길, 앞으로 더 자주 만나자"	0
626	올 한해 자주 찾아뵙지 못하였지만 이렇게나마 감사의 마음을 보냅니다. 한 해 동안 베풀어주신 은혜와 배려 감사합니다. 연말 마무리 잘 하시고 행복 가득한 신년 맞이하시길 바랍니다.	0
34	건강하고 행복한 한 해 되시길 바랍니다.	0
155	새해에는 모든 것이 원하는 대로 이뤄지기를 바라요.	0
834	생일 축하해~ 많은 사랑 받길 바라!	0
470	새해 복 많이 누리세요!	0
256	새해의 소망을 웃음과 기쁨으로 가득찬 2024년이 되시길 바랍니다.	0
980	"생일 축하해. 나에게 항상 잘해주고 신경 써주는 너에게 너무나 감사해. 앞으로 나도 노력하면서 사랑할게. 내 옆에 있어준 너에게 고맙고, 사랑하는 너의 생일을 맞아 너무 기뻐."	0
881	"오늘은 너의 날, 웃음 가득한 하루 보내!"	0
987	"아빠, 생일 축하해요! 항상 행복한 일만 가득하고 건강하게 오래오래 사세요."	0
828	생일 축하해~ 건강하길 바라	0
564	올 한 해 정말 수고하셨습니다.	0
84	새로움이 넘치는 한 해인 2024년에는 더 나은 세상을 만들어가는데 기여하시길 바랍니다.	0
706	생일 축하한당!	0
782	생일 축하해! 오늘은 너에게 특별한 날이니까 즐겨봐.	0
888	오늘은 네 생일이라니! 넌 이제 날 위해 특별한 하루가 되길 바라. 케이크 맛있게 먹구~	0
636	"올해의 마지막 날, 감사 인사 전합니다. 올 한 해 수고 많으셨고 함께할 수 있어서 행복했습니다. 감사합니다."	0
973	생일 진심으로 축하해! 따뜻한 생일 보내!	0
211	새해에는 웃음과 사랑이 넘치는 해가 되길 바랍니다.	0
520	우리 아들딸들~ 2023년에도 아프지 않고 건강하게 자라줘서 너무 고마워. 엄마아빠도 너희들이 행복할 수 있도록 노력할게. 항상 고맙고 사랑한다.	0
327	행복을 느낄 수 있는 모든 순간들이 새해에는 당신과 함께할 것입니다.	0
7	"2024년, 모든 소망이 이루어지는 해가 되길 바라요."	0
962	"부모님, 생신 축하드려요. 항상 저희들에게 자상하고 친근한 부모님이 되어주셔서 감사합니다. 늘 건강하시고 존경하고 사랑합니다."	0
664	"또 한 살 더 먹었네, 축하해! 선물도 많이 받고, 좋은 추억 쌓아~"	0
726	생일 축하해!	0
593	바람이 세찬 연말입니다. 건강 관리 잘하시고 한해 마무리도 잘 하시길 바랍니다. 새해는 따뜻한 한 해 보내시길 기원합니다.	0
536	"지난 한해도 고마웠고, 올해도 잘 부탁해!"	0
805	"생일 축하해! 오늘은 특별한 날, 즐거운 하루 보내~"	0
737	"생일 축하해! 너에게 특별한 일들만 가득한 날이 되길 기대할게. 많은 사랑과 축복이 가득하길, 즐거운 생일 보내~"	0
913	"케이크 맛있게 먹구, 즐거운 하루 보내~ 생일 축하해~"	0
105	새해가 찾아와 함께 당신의 모든 소망과 희망이 이루어지기를 기원합니다.	0
332	행복하고 행복한 기운으로 가득찬 2024년이 되시길 바랍니다.	0
945	행복한 인생 더 멋진 모습으로!편안한 시간 보내~	0
986	"시간이 갈 수록 생일의 의미도 가치도 달라지지만, 내 진심은 변하지 않아요. 생일 축하해요."	0
592	덕분에 행복했던 2023년이었습니다. 2024년에는 제가 더 노력하여 받은 행복과 사랑 베풀수있도록 하겠습니다. 감사합니다.	0
345	행복한 모든 순간들이 여러분의 해를 빛내길 바랍니다.	0
507	"올해는 갑진년으로 청룡의 해라는데, 용이 내뿜는 힘과 기운으로 우리 2024년도 열심히 살아보자! "	0
957	"낳아주시고 길러주셔서 감사합니다. 좋은 날, 기쁜 날 함께 할 수 있어서 행복해요."	0
749	생일 축하해! 더 좋은 일만 가득하길!	0
490	새해에는 소망하는 일 모두 이루시길 기원합니다.	0
323	행복과 건강이 넘치는 해가 되길 기대합니다.	0
779	생일 축하해! 오늘은 너만을 위한 특별한 하루야. 행복한 생일을 보내길 바라 앞으로도 기쁜 일들만 가득하길.	0
776	생일 축하해! 오늘은 너를 위한 특별한 날이야.	0
637	올해의 함께할 수 있어서 기뻤습니다.	0
140	새해에는 더 많은 성공과 행복이 가득하길 기대해요.	0
44	모든 계획이 순조롭게 이뤄지는 해가 되길 기원합니다.	0
855	앞으로도 행복하자. 생일 축하해	0
968	생신 축하드립니다. 즐거운 시간 보내시길 바랍니다.	0
471	새해 복 많이 받고 이번년도는 조금만 고생하고 많이 행복하자ㅎㅎㅎ	0
298	지난 해보다 더 멋진 일들이 많이 있기를.	0
652	미역국 맛있게 먹어~ 생일 축하해~	0
278	웃음 가득한 해가 되세요.	0
495	새해에는 이루고자 하는 모든 일이 이루어지길 기원합니다.	0
31	갑진년에는 희망과 변화가 함께하는 새해가 되길 기대합니다.	0
777	"생일 축하해! 오늘은 너를 위한 특별한 하루야. 오늘은 너의 날, 행복한 시간 보내!"	0
420	벌써 1년이라는 시간이 흘렀어. 그동안 참 많은 일들이 있었지만 다 이겨내고 이렇게 2023년을 맞이하게 됐네. 앞으로도 쭉 꽃길만 걷자. 사랑해♥	0
504	쉬지 않고 달려오신 당신의 원하는 모든 일들이 이뤄지기를 바라며 건강과 즐거움이 늘 함께하길 기원합니다. 내년에도 잘 부탁드리겠습니다.	0
710	"생일 축하해 엄마~, 즐거운 하루가 되길."	0
600	슬픈 일도 기쁜 일도 많았을텐데 수고 많았어! 고맙고 사랑해!	0
329	행복이 넘치는 새해에는 당신의 웃음이 계속 이어지길 바랍니다.	0
326	행복과 희망이 넘치는 2024년에는 사랑과 즐거움이 가득한 순간들이 가득하시길 기원합니다.	0
773	"생일 축하해! 선물도 많이 받고, 좋은 시간보내~"	0
841	생일 축하해~ 맛있는 거 먹고 즐거운 하루 보내!	0
36	건강하고 행복한 한 해가 되시길 바랍니다.	0
204	새해에는 새로운 목표를 향해 끊임없는 열정으로 나아가는 모습을 보여주길 바랍니다.	0
465	"사랑하는 부모님, 감사합니다. 그리고 늘 건강하세요."	0
255	새해의 모든 소망을 모두 이루는 날들이 되세요.	0
421	"2023년 고생많았어, 새로운 시작을 알리는 2024년에도 우리 같이 파이팅하자!"	0
860	"어떻게 보내든 너의 날이니까, 마음껏 즐겨봐~"	0
433	2024년 청룡의 새해에는 힘차게 도약하는 한 해가 되시길 바랍니다.	0
313	행복과 건강이 가득한 해가 되길 기대합니다.	0
41	기운 넘치는 해가 되세요.	0
502	새해에도 우리 팀의 성공을 위해 함께 힘내요! 새해 복 많이 받으세요!	0
219	새해에는 원하는 모든 것이 이뤄질 것입니다.	0
879	"오늘은 너의 날, 많은 사랑 받길 바라! 선물도 많이 받고, 좋은 일만 가득하길, 앞으로 더 자주 만나자."	0
316	행복과 건강이 넘치는 한 해가 되길 기원합니다.	0
699	생일 날에 눈도 오네요. 선물 뭐 받아?	0
858	"어떻게 보내든 너의 날, 행복한 시간보내!"	0
900	"이제 한 살 더 먹었으니까, 더 자유롭게 놀아봐! 생일 축하해! 생일 축하해! 오늘은 너에게 특별한 날이야."	0
429	2024년 갑진년에는 소망하시는 모든 일들이 이루어지는 한 해가 되시길 바라며 가정에도 건강과 행복이 늘 함께 하시길 기원합니다.	0
533	지난 한 해 동안 함께 해주셔서 감사합니다. 새해에도 잘 부탁드립니다.	0
821	생일 축하해! 특별한 하루가 되길 바라! 생일 축하해! 많은 사랑과 축복이 가득하길.	0
402	행운과 행복이 가득한 해가 되길 바랍니다.	0
281	좋은 일만 가득한 한 해가 되길 기대합니다.	0
121	새해를 맞아 행복한 순간들이 가득한 해가 되시길.	0
718	"생일 축하해, 선물도 너의 날, 즐겁게 즐기고 행복한 순간 많이 만들게."	0
88	새롭게 시작하는 2024년에는 모든 꿈이 이루어지고 행복이 넘치는 한 해가 되시길 기원합니다.	0
549	희망찬 새해를 맞이하여 행운과 평안이 가득하기를 기원합니다.	0
824	생일 축하해! 특별한 하루가 되길 바라. 오늘은 너에게 즐거운 힘이 될 거라 믿어.	0
119	새해를 맞아 모든 것에게 행복한 순간이 찾아오길 기원합니다.	0
996	"존재만으로 든든한 부모님. 항상 감사합니다. 부모님이 계서서 제 삶이 풍요로워 지고, 마음이 따뜻합니다. 생신 축하드리며, 행복한 하루 보내시길 바랍니다!"	0
188	새해에는 모든 일들이 순조롭게 진행되어 원하는 결과를 얻을 수 있는 해가 되길 바랍니다.	0
893	"오늘은 네, 내 인생 첫 생일을 축하해!"	0
364	행복한 새해에는 더 많은 사랑과 이해로 가득하게 될 것입니다.	0
891	"오늘은 네 생일이라니! 재미있는 일들만 가득하길. 생일 축하해, 친구야! 좋은 사람들과 좋은 시간 보내~"	0
540	"친구야, 새해에도 네 꿈들이 모두 이루어지길 바래!"	0
331	행복하고 의미 있는 새해가 되시길 기대합니다.	0
825	생일 축하해! 함께 많은 추억 만들자.	0
17	2024년에는 원하는 모든 것이 이루어지길 기원합니다.	0
307	"청룡의 해를 맞이하여, 가족과 사랑하는 이들과 함께 즐거운 시간을 보내시길 바랍니다."	0
6	"2024년, 모든 소망이 이루어지는 새해가 되길 기원합니다."	0
367	행복한 새해에는 더 많은 행운이 당신을 따르고 성취할 수 있는 기회들이 기다리고 있습니다.	0
40	기운 넘치는 새해를 맞아 행복한 순간들이 가득하길 기원합니다.	0
268	올해는 더 나은 내일을 위한 출발이 되길 기원합니다.	0
481	새해에는 가족 모두 건강하고 행복한 일만 가득하기를 기원합니다.	0
62	모든 이의 미래가 행복과 희망으로 가득찬 시간이 되길 기원합니다.	0
635	올해도 함께할 수 있어서 행복해. 앞으로도 쭉 함께하자.	0
11	2024년에는 더 많은 사랑과 기쁨이 함께 하길 기대합니다.	0
528	지난 한 해 동안 가족 모두 고생하셨습니다. 새해에는 더 좋은 일만 가득할 거예요.	0
355	행복한 새해에는 당신의 끈기와 열정이 더욱 빛나게 될 것입니다.	0
582	"곧 올 해가 끝난다니 시간이 정말 빠르네요. 너무 아쉽지만, 올 해 마무리 잘해 잘 보내주고 2024년을 기쁘게 맞이해 봅시다."	0
67	모든 일이 순조롭게 흘러가길 바랍니다.	0
455	당신의 2024년이 꿈과 함께 한 단계 도약하는 해가 되길 진심으로 바라겠습니다.	0
210	새해에는 여러분의 모든 소망이 이뤄지길 바랍니다.	0
769	생일 축하해! 새로운 일을 시작할 수 있는 날입니다!	0
572	"올해의 마지막 순간, 행복하게 마무리 지어보아요."	0
506	올해는 감기 걸리지 말고 튼튼하게 보내길 바라.	0
531	지난 한 해 동안 베풀어주신 은혜에 감사드립니다. 항상 행복하고 즐거운 일만 가득하시길 바라겠습니다.	0
505	어머니 아버지 감사합니다. 늘 자식 걱정으로 마음 졸이시는데 이제 제가 든든한 버팀목이 되겠습니다.	0
142	새해에는 더 많은 성공과 행운이 함께하기를 기원합니다.	0
269	올해는 더 나은 내일을 준비하는 해가 되길 바랍니다.	0
299	지난해는 물론이고 앞으로도 좋은 일들이 계속되길 바랍니다.	0
953	행복한 하루가 되길 바라!	0
297	지난 해 보다 더 멋진 일들이 가득한 해가 되길.	0
570	올해의 마무리를 함께하는 것이 너무 영광스럽습니다.	0
