id,,category
939,쉬지 않고 달려오신 당신의 원하는 모든 일들이 이뤄지기를 바라며 건강과 즐거움이 늘 함께하길 기원합니다. 내년에도 잘 부탁드리겠습니다.,0
525,슬픈 일도 기쁜 일도 많았을텐데 수고 많았어! 고맙고 사랑해!,0
385,아쉬운 한 해가 이렇게 가네요~ 남은 한 해 마무리 잘하고 내년에는 우리 더 행복합시다~,0
955,앞으로도 영원하자. 행복한 하루 보내~,0
651,"앞으로도 행복하자. 맛있는 음식 많이 먹고, 좋은 일 한 번 가득하길!",0
176,앞으로도 행복하자. 생축생축,0
547,어머니 아버지 감사합니다. 늘 자식 걱정으로 마음 졸이시는데 이제 제가 든든한 버팀목이 되겠습니다.,0
558,"어머님, 아버지 올 한 해 고생 많으셨습니다. 내년에는 더 건강하시고 행복한 한 해 보내시길 바랍니다.",0
360,"언제 이렇게 시간이 흐른 건지, 어느새 거리에 크리스마스 장식들이 보이더라고요! 일 때문에 많이 바쁘시겠지만, 마음만큼은 크리스마스처럼 따뜻하고 풍요롭게 보내시길 바라요. ",0
162,얼마 안된거 같은데 벌써 12월이래! 날씨가 많이 추운데 건강 잘 챙기구 따뜻한 연말 보내!,0
4,얼마남지 않은 올 한해 수고 많았어! 너와 함께여서 더욱 행복한 한 해 였어!,0
682,여러분과 함께하는 2023년 정말 특별했습니다. 감사합니다.,0
625,연말이 도래하여 감사의 인사를 드립니다.,0
1001,2024년 화이팅하자!,0
312,올 한 해 동안 모든 것이 원할하게 진행되길 기원합니다. 새해 복 많이 받으세요.,0
926,올 한 해 동안 여러분과 함께한 추억들이 기대됩니다. 새해 복 많이 받으세요.,0
280,올 한 해 동안 여러분과 함께할 수 있어서 기쁩니다. 새해 복 많이 받으세요.,0
373,올 한 해 동안 함께 화이팅해요. 새해 복 많이 받으세요.,0
546,새해 복 많이 받으세요. 하시는 일 모두 잘될꺼예요.,0
573,새해 복 많이 받으세요. 건강하고 행복하세요.,0
936,"올 한 해 동안의 모든 순간이 여러분에게 소중한 추억으로 남길 바라며, 따스한 연말을 보내시길 바랍니다. 내년에도 더욱 행복하세요",0
452,올 한 해 모든 일들이 희망찬 모습으로 이루어지길 기원합니다.,0
626,올 한 해 베풀어주신 마음에 감사의 말씀을 전합니다. 새해에 행복과 건강이 가득하기를 기원합니다!,0
34,"올 한 해 안 좋았던 일은 훌훌 털고, 2024년에는 희망적이고 행복한 일이 나타나기를 기원합니다.",0
155,올 한 해 자주 못만났네.. 내년에는 더 자주 만나자! 연말 마무리 잘하고 2024년도에 보자!,0
564,올 한 해가 여러분에게 기쁜 순간들이 되기를 기원합니다. 새해 복 많이 받으세요.,0
84,올 한 해가 여러분에게 행복과 성공으로 가득찬 시간이 되기를 기대합니다. 새해 복 많이 받으세요.,0
636,올 한 해가 여러분에게 행운과 기쁨으로 가득하기를 기원합니다. 새해 복 많이 받으세요.,0
211,올 한 해도 너랑 함께여서 더 의미 있고 행복한 한해였어! 내년에도 같이 즐겁게 보내자~! ,0
520,올 한 해도 따뜻한 격려와 관심을 주셔서 정말 감사합니다. 따뜻한 연말 보내세요~,0
327,올 한 해도 뜻하시는 대로 모두 이루어지길 기원합니다. 새해 복 많이 받으세요.,0
7,새해 복 많이 받으세요. 올 한해 좋은 일만 가득할꺼예요.,0
664,더 큰 열정으로 새해를 맞이해봐요. 새해 복 많이 받으세요.,0
593,행복한 연시 되시고 새해 복 많이 받으세요!,0
536,새해 복 많이 받으세요. 올 해 승리하는 한 해 되세요.,0
105,내년에도 항상 건강하고 좋은 일만 가득하셨으면 좋겠습니다! 새해 복 많이 받으세요.,0
332,올 한해 너와 함께 많은 것을 경험하고 배웠던거 같아. 다가오는 새해에도 함께하자.,0
945,올 한해 더 행복하세요!,0
592,올 한해 수고 많으셨습니다. 여러분의 노력에 항상 감사드립니다.,0
345,올 한해 자주 찾아뵙지 못하였지만 이렇게나마 감사의 마음을 보냅니다. 한 해 동안 베풀어주신 은혜와 배려 감사합니다. 연말 마무리 잘 하시고 행복 가득한 신년 맞이하시길 바랍니다.,0
140,새해 복 많이 받아,0
44,올해 동안 여러분의 열정과 사랑에 감사드립니다.,0
471,"올해 마지막까지도 여러분의 삶에 따뜻함이 가득하길 바라며, 새해에는 모든 좋은 일들이 이어지기를 소망합니다. 따뜻한 연말 보내세요.",0
298,올해 새로운 시작과 함께 건강과 행운이 가득한 한 해가 되시길 바랍니다.,0
278,올해 힘든 일이 있으셨다면 전부 다 털어버리고 다가오는 새해에는 원하는 일이 모두 이루어지시길 바래요!,0
495,올해는 감기 걸리지 말고 튼튼하게 보내길 바라.,0
31,"올해는 갑진년으로 청룡의 해라는데, 용이 내뿜는 힘과 기운으로 우리 2024년도 열심히 살아보자! ",0
420,올해는 더 나은 내일을 위한 출발이 되길 기원합니다.,0
504,올해는 더 나은 내일을 준비하는 해가 되길 바랍니다.,0
600,올해는 더 나은 내일을 향한 출발이 되기를 기대하며 행복과 건강이 가득한 해가 되길 바랍니다.,0
329,올해는 더 많은 성공과 즐거운 해가 되길 기대합니다.,0
326,올해는 더 많은 성취와 행운이 함께하길.,0
36,올해는 더 많은 성취와 행운이 함께하는 해가 되길 기대합니다.,0
204,올해는 더 많은 웃음과 기쁨이 함께하는 해가 되길 기대합니다.,0
465,올해는 두 배로 효도할게요. 그리고 이 말은 안 할 수가 없네요. 감사합니다.,0
255,"올해는 서로에게 좋고 행복한 일만 가득했으면 좋겠다. 더욱 빛날 내일을 위해, 힘내자! 나도 항상 널 응원할게!!!",0
421,올해는 작년보다 더 좋은 일만 생기길 바라요!,0
433,"올해는 정말 많은 일이 있었지만, 다행히 네가 있어서 든든했어. 연말 잘 보내고 새해에는 더 많은 추억을 만들자. 항상 고마워!",0
313,올해도 서로의 성장을 지지하며 멋진 한해를 만들어 봅시다. 새해 복 많이 받으세요!,0
41,올해도 수고 많았어! 연말에는 좋은 일들만 가득하길 바라. 내년에도 우리 함께 웃으며 보내자! 항상 응원해.,0
502,올해도 여러분 덕분에 행복한 한 해가 되었습니다.,0
219,올해도 잘 부탁한다. 늘 응원하고 있어!,0
316,올해도 좋은 추억 많이 만들자!,0
429,올해도 함께할 수 있어서 행복해. 앞으로도 쭉 함께하자.,0
533,올해도 행복하자.,0
402,올해엔 꼭 솔로탈출하자! 성공하면 밥 사는거 잊지 말고~ 새해 복 많이 받아!,0
17,"우리 우정 더 쌓는 한 해가 되길 바라며, 새해 복 많이 받아!",0
307,웃음 가득한 해가 되세요.,0
40,이번 연도 참 힘들고 아쉬운 일들도 많은 한 해였지만 너랑 함께라서 잘 이겨낼 수 있었던 것 같아! 내년에도 잘 부탁해!,0
635,"인생에서 진정한 친구 한 명만 곁에 있어도 성공했다는데, 난 네 덕분에 벌써 성공한 삶을 살고 있다! 친구야, 작년 한 해 동안 정말 고생 많았어! 너가 애쓴 만큼 2024년엔 분명 더 좋은 일만 가득할 거야! 힘든 일이든 좋은 일이든 난 항상 네 곁에 있다는 걸 잊지마~! 새해 복 많이 받고, 우리 행복해지자! 파이팅!",0
528,작년 한 해 고생 많으셨습니다. 항상 부족한 저를 잘 이끌어주시고 도움 주셔서 감사합니다. 늘 곁에서 많은 것을 배우며 저도 성장해 나가는 것을 느끼고 있습니다. 앞으로도 잘 부탁드리겠습니다. 새해 복 많이 받으시고 2024년 새해에는 항상 건강하세요.,0
355,작년 한해 많이 고마웠어. 올해는 내가 곁에서 힘이 되줄께! 고마워!,0
582,적게 일하고 많이 버는 한 해 되게 해주세요!,0
67,좋은 사람들과 함께한 지난 한 해 정말 행복했습니다. 내년에는 더 자주 뵐 수 있는 기회가 많았으면 좋겠습니다.,0
455,좋은 일만 가득한 한 해 되새기는 시작되길 기대합니다. 새해 복 많이 받으세요.,0
210,좋은 일만 가득한 한 해 보내세요. 새해 복 많이 받으세요.,0
572,좋은 일만 가득한 한 해가 되길 바랍니다. 새해 복 많이 받으세요.,0
506,좋은 일만 가득한 한 해가 되길.새해 복 많이 받으세요.,0
531,좋은 일만 가득한 한 해가 되길 바라요. 새해 복 많이 받으세요.,0
505,좋은 일만 가득한 한 해가 되길 바랍니다. 행복하시고 건강하세요. 새해 복 많이 받으세요.,0
142,좋은 일만 가득한 한 해가 되길 바래~새해 복 많이 받아~,0
269,좋은 일만 가득한 올 한해 될꺼야! 새해 복 많이 받아!,0
299,좋은 일이 가득한 한 해 보내세요!,0
101,"청룡의 해를 맞이하여, 가족과 사랑하는 이들과 함께 즐거운 시간을 보내시길 바랍니다.",0
411,청룡의 해에는 모든 이의 희망과 소망이 이루어지기를 기대합니다.,0
91,"추운 겨울을 이기고 싹을 틔우는 새싹처럼 당신에게 행운이 가득하길 바라며, 해피 뉴이어!",0
418,추운 날씨에 건강 챙기시고 마음은 늘 따뜻한 날들 되시기를 바랍니다. 언제나 삶에 행복만이 가득하길 바랍니다.,0
356,"친구야, 새해에도 네 꿈들이 모두 이루어지길 바래!",0
542,"친구야, 올 한 해도 정말 고생 많았어.  즐거운 연말 보내고, 내년에도 함께 웃을 날들이 많으면 좋겠다!",0
389,케이크 맛있게 먹구 행복한 하루 보내~,0
205,태어나줘서 고마워,0
198,태어나줘서 고마워. 항상 고맙고 사랑해,0
478,특별한 날이네. 즐거운 하루 보내! 케이크 맛있게 먹구~,0
447,"특별한 날이니까, 하고 싶으니까 한 번 해봐. 맛있는 음식 많이 먹고 즐거운 하루 보내~",0
118,"특별한 날이니까, 하고 싶은 거 다해!",0
32,"특별한 날이니까, 하고 싶은거 다해! 좋은 일들만 가득하길 바라.",0
427,"특별한 날이니까, 하고 싶은거 다해! 케이크 맛있게 먹구 즐거운 하루 보내~",0
518,평범한 하루하루 가운데 소소한 기쁨을 발견하는 2024년이 되길 기원합니다.,0
405,풍요로운 행복과 즐거움으로 가득한 2024년이 되시길 기대합니다.,0
627,"피어나는 봄처럼 새롭고 활력 있는 한 해, 2024년이 되시길 기대합니다.",0
148,하늘을 치솟는 용처럼 용의 해에 이루고자 하는 목표를 하늘 높이 뚫고 올라가는 해가 되시길 바랍니다.,0
508,한 해 동안 수고 많으셨습니다. 새해에도 건강하고 행복하세요!,0
113,"한 해의 마무리가 따뜻한 추억으로 가득 차길 바라며, 올 한 해 수고 많으셨습니다.",0
513,함께 기쁨을 나눌 수 있어서 행복해요. 올 한해 모두 같이 즐겁게 보내자구요^^,0
128,새해 복 많이 받고 많이 버세요!,0
424,항상 감사드립니다. 올 한 해도 건강하시고 복 많이 받으세요.,0
146,항상 건강하고 좋은 일만 가득한 한 해 되길 바래,0
641,"항상 고마워, 내 친구야! 더 멋진 일로 가득차길.",0
583,해피 뉴이어! 올해도 변함없이 너만을 바라볼게.,0
127,행복과 건강이 가득한 한해 되기를 기대합니다.,0
350,행복과 건강이 가득한 해가 되길 기대합니다.,0
141,행복과 건강이 가득한 해가 되길 바라요!,0
476,행복과 건강이 넘치는 한 해가 되길 기대합니다.,0
90,행복과 건강이 넘치는 한 해가 되길 기원합니다.,0
27,행복과 건강이 넘치는 한 해가 되길 바랍니다.,0
511,행복과 건강이 넘치는 해가 되길 기대합니다.,0
568,행복과 희망이 가득한 2024년에는 모든 일이 원하시는 대로 진행되기를 기원합니다.,0
117,행복과 희망이 넘치는 2024년에는 사랑과 즐거움이 가득한 순간들이 가득하시길 기원합니다.,0
483,행복을 느낄 수 있는 모든 순간들이 새해에는 당신과 함께할 것입니다.,0
193,행복을 찾아서 여행을 떠나는 새해가 되길 바랍니다.,0
407,행복이 넘치는 새해에는 당신의 웃음이 계속 이어지길 바랍니다.,0
868,행복하고 뜻있는 모든 분들께 감사드립니다.,0
484,행복하고 의미 있는 새해가 되시길 기대합니다.,0
362,행복하고 행복한 기운으로 가득찬 2024년이 되시길 바랍니다.,0
451,행복하시길 바라며 따뜻한 연말연시 보내세요!,0
259,행복한 2024년 되세요!,0
315,행복한 기운에 감싸여 행복이 가득한 한 해가 되길 기대합니다.,0
295,행복한 기운으로 가득찬 2024년이 되시길 바랍니다.,0
305,행복한 모든 순간들이 여러분의 새해를 빛내길 바랍니다.,0
605,행복한 모든 순간들이 여러분의 해를 빛내길 바랍니다.,0
576,행복한 모든 순간들이 여러분의새해를 빛내길 바랍니다.,0
595,행복한 모든 순간들이 정화의 발판으로 되길 기원합니다.,0
108,행복한 모든 순간들이 한순간에 펼쳐지길 기원합니다.,0
464,행복한 새해 되세요.,0
544,행복한 새해를 맞이하세요.,0
690,행복한 새해를 맞이하여 당신의 모든 소망이 이루어지길 바랍니다.,0
209,행복한 새해를 맞이하여 모든 꿈이 이루어지길 기원합니다.,0
539,행복한 새해에는 당신의 끈기와 열정이 더욱 빛나게 될 것입니다.,0
194,행복한 새해에는 당신의 모든 꿈과 희망이 이루어질 수 있기를 기원합니다.,0
81,행복한 새해에는 당신의 모든 꿈들이 이뤄질 수 있기를 바랍니다.,0
415,행복한 새해에는 당신의 모든 소망과 꿈이 이루어질 수 있기를 기원합니다.,0
638,행복한 새해에는 당신의 성공과 행운이 함께할 것입니다.,0
247,행복한 새해에는 당신의 소망이 빛나는 새로운 시작들로 가득 차게 될 것입니다.,0
683,행복한 새해에는 당신의 주변이 사랑과 행복으로 가득해지길 바랍니다.,0
914,행복한 새해에는 더 많은 기쁨과 행운이 당신을 둘러싸게 될 것입니다.,0
266,행복한 새해에는 더 많은 사랑과 이해로 가득하게 될 것입니다.,0
372,행복한 새해에는 더 많은 웃음과 기쁨이 당신을 둘러싸게 될 것입니다.,0
199,행복한 새해에는 더 많은 행운이 당신을 따르고 성취할 수 있는 기회들이 기다리고 있습니다.,0
500,행복한 순간! 많은 사랑 받길 바라.,0
494,행복한 순간들이 가득하길 기원합니다.,0
601,행복한 순간들이 가득한 새해가 되세요.,0
530,행복한 순간들이 가득한 해가 되세요.,0
479,행복한 순간들이 매일매일 가득하길 바랍니다.,0
171,행복한 순간들이 여러분의 수능을 채웠다.,0
947,행복한 순간들이 한가득한 해가 되길.,0
848,행복한 순간들이 한가득합니다.,0
368,행복한 순간이 새해에도 계속되길 바랍니다.,0
492,행복한 인생 더 멋진 모습으로!편안한 시간 보내~,0
200,행복한 인생! 이제 한 살 더 먹었으니까. 행복한 시간보내~ 맛있는 거 많이 먹고 즐거운 하루 보내∼,0
123,행복한 하루 보내!,0
365,"행복한 하루 보내! 맛있는 음식 많이 먹고, 즐거운 시간 나누자.",0
643,행복한 하루가 되길 바라!,0
19,행복한 한 해 보내!,0
309,행운 가득한 한해 보내세요.,0
883,행운과 기쁨이 가득한 새해를 맞이하세요.,0
25,행운과 기쁨이 가득한 해가 되길 바라요.,0
527,행운과 행복이 가득한 해가 되길 기대합니다.,0
93,행운과 행복이 가득한 해가 되길 기원합니다.,0
244,행운과 행복이 가득한 해가 되길 바라요.,0
169,행운과 행복이 가득한 해가 되길 바랍니다.,0
497,행운과 행복이 넘치는 해가 되길 기대합니다.,0
354,행운과 행운이 함께하는 해가 되길 바랍니다.,0
457,행운의 해가 되길 기원합니다.,0
357,화목하고 행복한 삶이 가득한 새해가 되길 기원합니다.,0
608,희망과 건강이 넘치는 한 해가 되길 기원합니다.,0
106,"희망과 사랑으로 빛나는 새해, 2024년에는 모든 꿈이 이뤄지길 기원합니다.",0
251,희망과 사랑이 가득한 해가 되길 기대합니다.,0
328,희망과 행복이 넘치는 2024년을 맞아 모든 꿈이 이뤄질 수 있기를 기원합니다.,0
466,희망의 기운으로 가득찬 2024년이 되시길 바랍니다.,0
109,희망의 새해가 밝게 시작되기를 기대합니다.,0
410,희망의 한 해가 되길 기대합니다.,0
349,희망찬 새해가 밝았습니다. 늘 건강하시고 소망하시는 모든 일 성취하시길 바랍니다.,0
26,희망찬 새해를 맞이하여 행운과 평안이 가득하기를 기원합니다.,0
263,힘들고 다사다난했던 2023년 어느덧 마무리되어 갑니다. 한해 동안 나쁜 일 안 좋았던 기억 모두 싹 잊어버리고 다가오는 2024 갑진년 힘차게 맞이하셨으면 좋겠습니다.,0
144,힘찬 기운이 되어 돌아올 수 있으면 좋겠다.,0
417,"힘찬 새해, 화이팅!",0
152,힘찬 한 해가 되길 바랍니다.,0
440,힘찬 한 해가 되시길 바랍니다.,0
